30
20
0
0
1
10.000000
400.110149
15.843064
10000
100
0.001000
0.050000
0.000100
3
121.632767,-16.153279,50.077538,31.356227,1.577053,39.788830,-10.863127,-3.284046,0.070342,-16.866458,-9.242990,-23.677529,-16.160184,-1.789884,-6.845762,-15.222903,11.260994,10.107752,13.540172,0.741083,-14.532318,-0.569875,-11.444696,-12.643373,-19.000528,-25.642501,-13.083078,-1.202832,-15.068591,-6.401580,
-16.153279,133.610214,-13.396557,9.670926,-21.766641,-22.706701,19.124069,-8.030234,-17.777829,-18.034292,-8.440558,22.368824,23.434206,-3.928741,-3.153690,20.594570,10.580426,22.018698,37.663572,-22.889474,0.698847,31.587135,-2.099108,23.385649,15.469382,1.775454,-18.171234,9.402619,3.187761,9.400047,
50.077538,-13.396557,94.742899,13.288923,-3.443673,12.505470,9.123497,-16.020876,12.088833,-6.266412,-6.928042,-15.256891,4.113266,1.206168,4.773138,14.197372,-13.636800,44.974931,5.407157,6.460671,-14.715734,-5.182279,-3.191069,-18.208603,-16.820885,-12.305114,-29.961155,-18.054590,-7.738828,-0.956799,
31.356227,9.670926,13.288923,81.495700,-0.127299,-0.703540,-13.745866,17.435934,-0.939927,-38.477888,6.107204,6.197672,7.273415,-11.762710,-23.281865,-0.411746,-0.629912,-6.673368,36.639773,-1.524511,-37.861436,6.293977,-17.803405,26.556588,-10.131428,-16.609754,22.285301,-34.544912,-16.437166,31.608804,
1.577053,-21.766641,-3.443673,-0.127299,125.385794,33.684612,7.603365,30.532641,-14.494970,-5.803876,-35.279567,-31.831348,27.453394,1.575694,-4.388542,5.244047,15.897877,5.255264,7.277183,-4.237582,-19.702421,8.880997,22.231196,10.294415,-47.792971,18.046543,23.262532,-21.045388,39.171434,7.918299,
39.788830,-22.706701,12.505470,-0.703540,33.684612,78.667285,-22.221824,13.418454,10.209029,-15.410230,-5.663080,-38.065039,-31.369775,-15.517088,-5.263791,4.656245,9.140454,5.896645,-7.226405,17.517878,17.607135,15.733038,1.251746,-24.363795,-10.936498,1.654686,6.301994,4.419811,-8.903855,-35.419710,
-10.863127,19.124069,9.123497,-13.745866,7.603365,-22.221824,112.335381,-7.038010,-20.884982,-9.085698,-17.131694,8.677162,12.368284,7.339411,16.305557,16.803780,10.232949,39.050519,-8.789263,-32.418796,1.854508,-3.774540,-1.169100,23.730085,2.319741,-4.188589,-9.562101,-11.264943,17.405876,14.162029,
-3.284046,-8.030234,-16.020876,17.435934,30.532641,13.418454,-7.038010,99.064168,-4.897421,-27.304515,-3.199834,4.988933,0.637731,-2.021626,-2.481967,-7.816161,-9.177513,2.959115,35.068812,2.404941,-10.761143,-3.868251,-12.260172,14.124289,1.230688,-21.425346,39.449821,-0.442825,47.928950,3.089280,
0.070342,-17.777829,12.088833,-0.939927,-14.494970,10.209029,-20.884982,-4.897421,89.759033,-2.543625,22.669179,21.861198,-7.425995,19.335081,14.655096,5.201151,-19.352534,4.868954,-9.374160,22.283257,-8.431189,-11.660062,-42.500950,0.068642,30.268833,-7.801907,-8.759269,25.828993,-23.570914,-10.703496,
-16.866458,-18.034292,-6.266412,-38.477888,-5.803876,-15.410230,-9.085698,-27.304515,-2.543625,156.180748,47.209031,2.871078,25.892766,17.598053,-6.944992,-2.633210,-33.509200,-23.986116,-27.908947,19.998933,30.571882,-16.501951,17.203712,-47.113811,-2.674722,37.430961,-34.791608,9.225124,41.938580,38.897701,
-9.242990,-8.440558,-6.928042,6.107204,-35.279567,-5.663080,-17.131694,-3.199834,22.669179,47.209031,89.303378,11.807040,-16.189103,-20.872564,-16.179141,-0.477639,-32.551826,-22.094240,-13.258876,7.436233,21.769932,25.705125,-3.580805,-22.338007,13.437858,-0.503101,0.342336,-11.140807,10.571369,26.553954,
-23.677529,22.368824,-15.256891,6.197672,-31.831348,-38.065039,8.677162,4.988933,21.861198,2.871078,11.807040,82.621018,28.546286,19.366825,8.778187,-16.081010,-39.495013,12.095882,-0.472089,1.434002,-29.428775,-1.792420,-28.667065,30.507913,29.220280,6.400328,-17.512736,14.570932,3.893530,38.422122,
-16.160184,23.434206,4.113266,7.273415,27.453394,-31.369775,12.368284,0.637731,-7.425995,25.892766,-16.189103,28.546286,148.898409,11.577334,0.896135,-60.123208,-22.093339,35.668527,50.084541,-16.642313,-33.138684,-19.755091,16.263069,-11.979956,-12.832915,9.221076,-33.077501,-58.512782,35.531177,84.957384,
-1.789884,-3.928741,1.206168,-11.762710,1.575694,-15.517088,7.339411,-2.021626,19.335081,17.598053,-20.872564,19.366825,11.577334,98.194684,9.787360,-8.133547,-1.842990,9.799685,-8.232965,3.365292,3.943285,-22.499804,-12.351520,23.243910,35.985215,20.748005,-20.080989,32.024491,-5.690950,10.481275,
